"","state","year","entered","entered.nkin","bent","went","cl","bcl","wcl","pl.pre.adopt","pl.foster.rel","pl.foster.non.rel","pl.grphome","pl.inst","pl.indliv","pl.awol","pl.trialvis","b.pl.pre.adopt","b.pl.foster.rel","b.pl.foster.non.rel","b.pl.grphome","b.pl.inst","b.pl.indliv","b.pl.awol","b.pl.trialvis","w.pl.pre.adopt","w.pl.foster.rel","w.pl.foster.non.rel","w.pl.grphome","w.pl.inst","w.pl.indliv","w.pl.awol","w.pl.trialvis","cg.reunify","cg.other.rel","cg.adopt","cg.long.fc","cg.emanc","cg.guard","cg.noplan","cg.na","b.cg.reunify","b.cg.other.rel","b.cg.adopt","b.cg.long.fc","b.cg.emanc","b.cg.guard","b.cg.noplan","b.cg.na","w.cg.reunify","w.cg.other.rel","w.cg.adopt","w.cg.long.fc","w.cg.emanc","w.cg.guard","w.cg.noplan","w.cg.na","prtjail","pop","whtpop","blkpop","child","blkchild","whtchild","adult","blkadult","whtadult","pov","childpov","blkpov","whtpov","blkchildpov","whtchildpov","unemp","whtunemp","blkunemp","emp","whtemp","blkemp","LessHS","wLessHS","bLessHS","kidskincare","wkidskincare","bkidskincare","kids2par","wkids2par","bkids2par","avgrent","incartot","new.incar","stname","police.ft.emp","police.tot.pay","welfare.ft.emp","welfare.tot.pay","cor.ft.emp","cor.tot.pay","edu.ft.emp","edu.tot.pay","drop","hosp.ft.emp","hosp.tot.pay","drop.1","tot.ft.emp","tot.tot.pay","statename","citi6010","inst6010_adacope","inst6010_nom","death.sent","death.pen","crime","food.insec","GSP","AFDCRec","SNAPRec","AFDCBen3","SNAPBen3","AFDCFS3Ben","Total.SSI","npoor","eitc.st","medicaidrec","WIC.par","NSLP.Total","SBP.Total","rpp"
"465",25,2009,6174,5133,1385,2832,22500,3816,7753,747,2639,5955,1519,853,168,336,4084,148,577,1548,394,204,50,77,810,397,1486,2504,734,416,81,109,2019,9200,853,3449,379,1203,979,85,0,2045,211,831,102,332,243,24,0,4369,407,1666,182,539,499,29,0,154,6298515,4951324,386483,1434441,115037,1010154,4864074,271446,3941170,623709,189217,74024,338300,30286,71423,243641,173876,24951,3291588,2678043,181378,0.0931545103006553,0.0672807840836457,0.147263164441128,85743,46852,13780,978035,781111,42210,1190.05994721514,11156,2848,"MA",20328,136167814.65,9140,44363326.35,8938,46837000.35,157558,817269683,"Hospitals",8835,41433609,"Total",304839,1663007802.75,"Massachusetts",94.14167,97.29166,90.85922,0,FALSE,182333,0.114,383150,93269,627611,664.65,486.15,1083,788,717,0.15,1491624,127944,547582,134914,1.07683333333333
"466",26,2009,7863,4852,3636,3707,35769,14149,12041,3355,7342,5834,39,3668,1419,410,5839,1401,3740,2706,18,2462,851,296,2675,1716,3180,2702,20,1005,506,92,2820,14847,971,7207,1570,2587,724,0,0,7608,614,3293,735,1561,338,0,0,6331,310,3450,713,898,339,0,0,190,9748733,7570170,1339501,2387748,398482,1682112,7360985,941019,5888058,1477791,512637,432309,853586,178622,244208,559076,380471,127408,4397155,3596225,467683,0.10023708461306,0.0832543898642627,0.153217441758964,168601,89881,54938,1529055,1239634,103852,863.416696588869,45478,14972,"MI",17806,100608295.2,11975,59679028.5,21394,106181623.8,226521,1231307498,"Hospitals",21535,124497623,"Total",400846,2195799214.35,"Michigan",71.8636,81.75262,69.11573,0,FALSE,330884,0.148,366302,157511,1450272,516.6,486.15,955,688,1376,0.2,1838600,243275,911466,282037,0.947833333333333
"467",27,2009,5999,5141,1555,2682,17692,3160,5376,1256,1669,4175,1593,2192,19,175,614,412,399,1021,419,685,8,82,134,596,685,1876,816,1054,7,41,301,9421,240,810,654,88,23,205,0,2571,65,241,132,21,2,40,0,4243,92,392,371,55,10,129,0,354,5085824,4325601,220329,1257720,77400,963205,3828104,142929,3362396,515586,165482,73997,330295,32106,78619,175918,133872,19224,2720687,2400685,90453,0.0681061265709565,0.0496560307452439,0.15486452375198,52615,26887,7479,901191,749418,25491,898.255074786325,9500,7369,"MN",8752,52160396.4,11347,60642679.65,9018,43395569.7,133608,684769533,"Hospitals",8843,56812898,"Total",240289,1298656834.65,"Minnesota",69.01352,64.02083,48.95831,0,FALSE,152175,0.116,259412,47167,344972,558.6,486.15,995,755,576,0.33,731620,141598,615043,142628,0.974333333333333
"468",28,2009,2107,1735,1044,972,7491,2846,2359,18,904,1977,734,245,21,98,1374,12,453,1070,419,145,12,47,683,6,436,815,300,95,9,41,651,3192,354,1273,47,324,190,0,0,1630,207,665,30,201,112,0,0,1453,139,560,17,112,76,0,0,215,2837796,1666497,1048042,762806,334428,383072,2074990,713614,1283425,605964,233024,373882,202027,159846,59694,118525,46496,67605,1225126,774708,398768,0.172648099480073,0.13190756166592,0.240034358025139,111044,33894,71400,387483,273962,86642,727.63039250669,17212,8357,"MS",6831,23323364.4,2944,8319792.6,5642,14977500.3,95094,312039787,"Hospitals",28310,111494320,"Total",180270,625089288.6,"Mississippi",49.32547,43.75442,40.32737,2,TRUE,83245,0.209,92162,23490,505920,178.5,486.15,633,674,658,0,643514,111478,405716,199880,0.864833333333333
"469",29,2009,5173,3876,1289,3623,17870,3614,8538,2162,2396,4327,118,1086,234,154,2217,645,720,1314,36,374,92,91,342,1435,1605,2788,77,669,135,60,1766,6750,855,2975,1195,166,235,267,0,1645,245,994,414,82,80,69,0,4778,584,1863,749,82,147,179,0,629,5782487,4749667,629826,1429299,193699,1082885,4353188,436127,3666782,805356,284832,170726,548255,75509,168722,219963,154829,49067,2818703,2391712,258301,0.114918175117155,0.104187961997849,0.156901652255466,108314,65684,28407,905496,771176,49256,767.143625172177,30519,18231,"MO",13673,60146335.2,10882,29518193.25,15893,44700550.65,154950,589919778,"Hospitals",22233,84862878,"Total",296154,1149545874.75,"Missouri",60.34167,29.67229,18.53475,2,TRUE,231207,0.169,250738,84130,1033249,306.6,486.15,755,674,926,0,980204,150145,645262,235682,0.885166666666667
"470",30,2009,976,667,26,590,3554,81,1420,30,717,1080,340,54,1,18,338,2,26,36,10,1,0,0,6,26,394,544,230,35,1,7,183,1674,32,571,194,0,93,7,0,45,1,25,8,0,2,0,0,867,16,349,140,0,46,1,0,58,940238,826381,3975,220589,1349,176543,719649,2626,649838,139453,46584,788,104812,389,30819,28458,22309,287,469217,425914,2044,0.0737440912795436,0.0637874573677776,0.0991471215351812,15892,7902,130,146515,125847,546,734.660188717125,3085,2376,"MT",1722,7551378.45,2000,7822637.55,1853,6734755.65,24017,102436705,"Hospitals",1157,4541836,"Total",47826,206376521.4,"Montana",62.62445,74.55624,60.38644,0,TRUE,27498,0.161,35706,8701,92453,529.2,486.15,967,674,131,0,111077,20673,86652,25594,0.943
"471",31,2009,3563,2852,666,2023,12525,1728,5080,123,1506,2864,823,673,165,167,2637,25,278,580,176,145,33,50,440,80,821,1580,458,400,102,65,1572,5856,0,1203,0,740,706,181,0,1105,0,238,0,159,129,26,0,3335,0,690,0,448,391,104,0,165,1729420,1449356,73672,444666,25873,334317,1284754,47799,1115039,207201,72383,22700,135528,11308,35496,43131,31485,5087,932761,809994,32796,0.0829666345403644,0.0547141719686911,0.118515744134407,20886,10903,2563,309433,255987,7187,738.251932034723,4490,2125,"NE",3626,17426598,3079,9978124.8,4267,14383610.85,53896,215202776,"Hospitals",7248,29185553,"Total",103617,446332536.3,"Nebraska",49.12984,27.3125,19.75986,1,TRUE,53178,0.148,86869,17814,133623,382.2,486.15,827,679,176,0.1,230556,45585,243466,58000,0.9015
"472",32,2009,2915,2136,893,1152,10790,2422,3360,138,2079,2650,299,362,70,118,2146,28,670,789,108,99,16,29,680,73,839,1190,137,166,40,48,859,3690,221,2542,198,453,30,188,0,1099,53,807,71,154,9,41,0,1517,109,1100,89,220,14,101,0,414,2575543,1454628,189334,674227,56563,290498,1901316,132771,1164130,300444,112916,36789,118011,15807,28432,115678,60999,12211,1250558,747814,84584,0.134937329776762,0.0640510700299815,0.100411221785616,60576,20356,9402,420051,196894,18551,1218.25124487344,12570,5409,"NV",5244,38491169.85,2360,11331829.95,6520,36719333.7,45812,222787781,"Hospitals",5122,32065490,"Total",100271,569453418.45,"Nevada",57.21229,49.12917,34.76649,1,TRUE,99615,0.173,120100,21249,200056,402.15,486.15,846,710,343,0,233849,67829,183808,55873,0.996833333333333
"473",33,2009,505,371,24,395,1993,97,1133,0,257,874,233,42,0,8,0,0,22,58,14,2,0,1,0,0,212,698,181,36,0,6,0,600,13,374,181,0,23,223,0,32,3,35,9,0,6,12,0,485,10,298,146,0,13,181,0,8,1282001,1191299,13131,293816,4701,260010,988185,8430,931289,102330,30261,3144,89204,1421,24459,41562,37524,754,695495,654999,6107,0.078082655041902,0.0744783086216365,0.0917564812117681,15118,12183,787,207241,188115,2421,1095.96056268509,2915,1545,"NH",2831,15916295.85,3622,14994968.1,1979,9073479.45,37185,157456430,"Hospitals",761,2899382,"Total",63213,288391956.3,"New Hampshire",59.72382,93.85,77.16273,0,TRUE,28464,0.097,60382,11963,78942,708.75,486.15,1113,714,103,0,142255,18362,110811,22006,1.06183333333333
"474",34,2009,4816,3076,2096,1347,18062,6837,3428,333,5003,6148,360,1168,145,89,0,178,2360,3334,213,612,81,59,0,86,1569,1353,64,315,30,11,0,4902,432,4082,536,768,143,1517,0,2287,249,2394,333,456,77,655,0,1328,107,987,119,181,41,447,0,291,8473494,5226749,1120949,2052008,316714,1107537,6421486,804235,4119212,744942,265655,197496,261997,82853,68808,330283,178080,70954,4238149,2692261,514021,0.103786166988151,0.0666243022159288,0.128738404917745,146934,47437,50583,1408326,899636,109237,1308.49169835677,24115,12289,"NJ",27650,227136054.6,18929,93883705.65,16858,101587885.35,256813,1458963650,"Hospitals",19179,90844558,"Total",470790,2783080933.5,"New Jersey",72.11724,96.4875,83.4333,0,TRUE,207724,0.133,488987,77278,499853,445.2,486.15,887,705,806,0.25,1158210,169078,705558,172440,1.14
"475",35,2009,1997,1740,106,517,6171,301,1079,727,477,1863,255,98,80,59,615,74,33,127,8,7,6,7,39,192,114,474,51,33,16,14,185,1573,3,1356,40,195,24,974,0,96,0,127,4,21,2,50,0,442,1,328,9,55,4,239,0,409,1946129,801098,42601,505343,13828,143968,1440786,28773,657130,354975,136560,10502,81578,4722,17169,64727,20624,1796,887478,400765,19599,0.154822616951279,0.0519537637823087,0.0986421230756531,56930,10156,1996,279186,98988,4542,805.648056097994,6584,6057,"NM",4416,22239814.8,2554,8948113.65,6104,22903505.1,64409,246514688,"Hospitals",7598,33264273,"Total",119551,482111675.85,"New Mexico",68.8392,95.45238,80.26433,0,TRUE,85057,0.188,81356,42726,291073,469.35,486.15,910,674,381,0.1,521395,70168,221822,129912,0.948
"476",36,2009,12876,10450,5968,2786,54526,20588,8170,4016,7473,17936,2543,6696,0,725,2140,1901,4237,8635,1230,2975,0,404,1135,787,682,3996,602,1755,0,49,280,23920,855,9288,4,5218,549,1467,0,11473,454,4817,3,2750,270,667,0,5081,148,1663,0,862,103,248,0,245,18869527,11346033,2897572,4435619,801454,2313382,14433908,2096118,9032651,2554086,880116,593287,1000291,239136,278121,689102,340963,156249,9148232,5798167,1273740,0.129082058350979,0.0709211331012595,0.157253586461252,375683,101393,124841,2793022,1793108,258217,1170.04622487538,58479,24548,"NY",74339,499207945.95,53449,228251893.8,57777,305584195.35,514333,2768295416,"Hospitals",93368,472473433,"Total",1150848,6516485573.85,"New York",80.37999,86.55174,74.11128,0,TRUE,451468,0.142,1151659,259731,2322742,757.05,486.15,1145,761,3018,0.3,4612837,518961,1812488,573011,1.152
"477",37,2009,4971,3192,2029,2438,19486,6343,6796,1085,3665,6057,691,760,51,179,1584,414,1623,2781,322,323,27,96,595,565,1758,2668,320,377,22,64,795,8078,554,4018,0,412,1146,131,0,3361,247,1814,0,227,557,58,0,3907,248,1878,0,160,460,61,0,294,8942527,6015970,1861319,2244175,522602,1301942,6698352,1338717,4714028,1366197,485152,468997,619147,183309,163204,369264,204073,120670,4262843,2999242,821117,0.143755848236609,0.111469770408347,0.173709946013214,189050,78041,74882,1392518,962496,170652,831.478218722344,40133,12172,"NC",21460,89342474.55,16885,60304111.35,27141,91817807.55,260040,1042598278,"Hospitals",55168,282099041,"Total",506063,2129705487,"North Carolina",62.43189,91.89018,73.88813,2,TRUE,375271,0.173,409453,50101,1137294,285.6,486.15,735,674,1576,0.05,1704989,275039,961612,367089,0.917
"478",38,2009,944,810,84,576,3058,149,1298,258,255,739,56,462,0,14,312,42,12,51,7,15,0,0,22,153,182,406,40,292,0,4,218,1072,72,417,163,36,41,37,0,68,1,45,5,2,1,3,0,703,34,235,97,23,24,12,0,39,615033,550536,5540,142085,1473,117824,472948,4067,432712,73206,20088,2686,53391,989,11489,11863,8359,703,345744,318686,2544,0.0878433345052621,0.0833012307973716,0.253156146179402,6023,2112,118,101691,91132,517,652.010549132948,1436,1047,"ND",1159,5094757.5,1261,4446779.4,1033,3580362.45,19632,84853900,"Hospitals",861,2498744,"Total",35539,155041423.95,"North Dakota",67.67383,33.48165,44.1893,0,FALSE,14218,0.077,32137,5488,53070,500.85,486.15,940,674,69,0,67433,14573,80924,20233,0.897666666666667
"479",39,2009,8788,6562,3384,4623,31093,9257,11629,1818,4227,12178,791,1988,264,565,474,699,1619,4946,349,998,167,332,147,1033,2256,6401,402,923,93,218,303,11815,0,4822,1727,915,0,1803,0,4754,0,2019,801,490,0,677,0,6228,0,2615,858,400,0,895,0,512,11215554,9253616,1291716,2734278,383660,2088842,8481276,908056,7164774,1582113,557575,403473,1029346,170398,313054,492200,357120,103583,5389235,4606002,515965,0.104021826655257,0.0934496471271897,0.159932136968625,194135,122281,48964,1719278,1481238,95507,805.850217949072,50783,26873,"OH",23086,126752243.1,24103,94532308.5,25162,104654715.9,279390,1315156504,"Hospitals",23544,129028296,"Total",538730,2596731963,"Ohio",62.3188,65.06317,55.3538,1,TRUE,383909,0.179,476170,201443,1357412,455.7,486.15,897,674,1526,0,1989426,303679,1120056,363399,0.896333333333333
"480",40,2009,4734,3429,1266,2422,20026,4334,7589,1919,2971,4649,1177,594,11,135,3793,496,1001,1216,389,217,3,47,954,994,1437,2248,542,282,6,53,2010,7293,467,4786,168,729,159,1472,0,1905,170,1441,70,248,50,416,0,3740,211,2286,67,372,73,746,0,515,3530390,2516230,246332,905176,76519,552219,2625214,169813,1964011,577988,214379,71503,323204,32472,95893,98122,59944,12239,1679480,1248322,105385,0.125252403916188,0.100976329052053,0.124134758451155,84860,42465,13472,560123,376267,22041,733.756694758664,24053,8148,"OK",7332,33400656.45,7297,21923603.1,7413,23847096,113534,399964375,"Hospitals",11875,48093826,"Total",202624,754295146.5,"Oklahoma",33.87158,49.37389,43.76689,2,TRUE,150793,0.185,146987,19166,472908,306.6,486.15,755,720,468,0.05,707633,130064,437660,208249,0.8955
"481",41,2009,4601,3591,870,2465,17994,2821,7617,1343,2033,5325,114,387,152,216,3813,255,449,1227,17,71,35,62,702,775,1082,3030,89,261,91,119,2167,8054,23,2714,2122,216,264,0,0,1641,4,560,492,50,74,0,0,4388,13,1552,1372,137,155,0,0,57,3696373,2957525,60773,867295,18930,596347,2829078,41843,2361178,514341,166853,16745,349998,7438,89639,158212,123801,3960,1778286,1459307,26079,0.0926267877064564,0.061332255505215,0.0929640893671774,55044,34870,1389,580477,413172,6085,959.76763153233,13735,5958,"OR",5904,35937384,7034,30344871.9,8858,41239104.9,82481,400560264,"Hospitals",6352,34119941,"Total",168576,863964963.75,"Oregon",74.0672,91,78.83419,0,TRUE,124218,0.161,180155,52615,581025,539.7,486.15,977,676,510,0.06,516599,113248,310817,138831,0.985833333333333
"482",42,2009,11134,8803,4900,4687,40055,13199,12074,1232,6196,12285,3699,3868,531,200,910,514,3106,4971,1682,2263,370,99,194,492,2376,5700,1610,1095,126,67,608,19284,793,5071,954,1833,857,129,0,8961,309,2183,310,1008,388,40,0,7773,417,2239,542,624,405,74,0,546,12094595,9851492,1221165,2788935,370894,2040880,9305660,850271,7810612,1455997,486899,347744,866263,146034,228537,435166,307883,81587,5911234,5023028,482760,0.103612268482384,0.0900595358381774,0.147987584477192,200717,105951,57230,1819999,1520908,96013,865.533471844661,50485,17136,"PA",24920,146883114,30075,117541404.75,30565,133476076.65,288509,1364796118,"Hospitals",11926,42808518,"Total",536769,2566831895.25,"Pennsylvania",71.85295,77.6705,58.76989,8,TRUE,324074,0.14,571503,115411,1337803,423.15,486.15,866,701,1376,0,2007273,260879,1150819,291249,0.983833333333333
"483",44,2009,1447,1093,356,700,5163,980,1806,16,900,1280,1231,65,159,64,1,2,265,299,314,25,52,22,1,11,449,638,597,20,68,23,0,1884,76,559,288,303,43,309,0,473,27,171,49,93,7,83,0,937,34,248,168,151,27,144,0,60,1015624,794956,56732,229413,18326,153511,786211,38406,641445,117865,38745,13622,63498,6403,13924,41924,28424,3538,517945,423377,25489,0.138613991605972,0.109469096183738,0.228244475047544,14069,9022,1633,143878,110835,6328,1012.30308940961,3413,986,"RI",3069,16995922.65,1306,7082271,1620,9589498.8,23693,127680007,"Hospitals",1045,4965997,"Total",48401,260579177.25,"Rhode Island",84.51334,76.26067,68.52671,0,TRUE,30236,0.163,47592,20281,102303,581.7,486.15,1017,714,134,0.25,193588,25676,79017,23418,0.992333333333333
"484",45,2009,3722,3205,1832,1653,12447,4419,3867,818,1108,4596,609,1376,8,210,0,369,540,2436,274,706,5,89,0,430,496,1931,287,616,3,104,0,4748,368,2316,470,708,110,0,0,2285,190,1188,293,416,47,0,0,2152,158,1046,173,277,57,0,0,70,4350593,2837499,1209426,1071316,344030,608707,3279277,865396,2228792,706850,252014,335299,300901,136729,79007,191196,97806,79808,1999302,1371858,502243,0.145760680265394,0.112847679430875,0.204910355993831,116857,43239,62002,612525,442833,99798,820.490128143402,23685,9374,"SC",11231,37116903.6,4964,14315621.25,10907,31964863.35,114065,456950383,"Hospitals",27143,120446891,"Total",228301,911036182.35,"South Carolina",47.90154,10.19835,8.114395,2,TRUE,207720,0.183,160046,39662,687508,283.5,486.15,733,674,618,0,810962,134753,500742,249443,0.9085
"485",46,2009,1448,1193,118,513,4313,200,992,211,419,1151,0,537,18,6,523,20,19,91,0,52,1,0,17,102,160,331,0,206,8,2,183,772,75,479,231,20,58,1230,0,43,3,39,19,0,1,95,0,280,15,181,99,13,15,389,0,287,773287,664639,7502,195658,3286,151077,577629,4216,513562,103891,35382,1319,63342,560,17116,18144,10194,218,412171,375482,3376,0.0880598679740816,0.0763949771381557,0.150422102839601,12330,5021,495,128936,112308,1204,649.273423532255,3390,3181,"SD",1535,6283531.8,1259,4100629.05,1444,4576826.1,23926,87351419,"Hospitals",1148,4062834,"Total",41372,156205617.75,"South Dakota",55.88549,21.78572,22.91554,0,TRUE,15242,0.129,36979,6133,73981,565.95,486.15,1002,689,113,0,117770,22962,106266,25475,0.872
"486",47,2009,5952,5395,1969,3464,18889,4110,7857,1138,979,5652,538,1262,12,252,3104,280,212,1869,205,556,2,112,874,769,707,3280,302,649,10,120,2020,8635,1197,2301,47,0,89,486,0,2553,561,705,17,0,26,181,0,5380,582,1456,29,0,51,255,0,193,6084934,4681669,983461,1482577,295481,1025508,4602357,687980,3656161,994217,347446,280940,604441,122862,171100,253447,165828,71114,2849324,2249836,423991,0.151898781766983,0.140218357499346,0.169206811250959,158238,90976,48828,895087,716330,81751,787.189849504108,19932,13811,"TN",13992,57065980.65,10952,36023523.9,13193,39794080.2,153231,547166418,"Hospitals",24811,105351851,"Total",304137,1165950839.55,"Tennessee",48.09385,72.79635,61.25253,3,TRUE,279067,0.166,247465,148837,1072055,194.25,486.15,648,674,1031,0,1342675,174832,692008,280464,0.904666666666667
"487",48,2009,12769,8272,3599,4097,53615,12177,12347,5933,9576,12890,2067,3204,198,875,5461,1843,3024,4163,524,962,51,265,1170,1828,2762,3603,611,1135,88,212,1848,12987,2465,16601,2037,2773,376,1879,0,3112,846,5543,719,892,121,555,0,4176,660,4571,758,943,133,603,0,1306,23715804,11174358,2658613,6756437,800574,2461493,16959367,1858039,8712865,3984815,1639957,623831,962226,265450,243474,763120,296408,142619,11194861,5714416,1195922,0.182708434437353,0.070163421618213,0.127318754783382,703726,175605,118308,4254488,1815164,280831,920.180771992268,158542,71492,"TX",51114,268127744.85,28106,89689170.9,71182,225218238,788125,3019314562,"Hospitals",77032,368729780,"Total",1323141,5392098974.85,"Texas",47.66243,14.91744,12.65829,8,TRUE,1116173,0.216,1167233,107277,3003156,261.45,486.15,712,674,4262,0,3678065,992454,3254249,1528878,0.964166666666667
"488",49,2009,2060,1599,129,1307,6785,319,3004,638,651,1830,82,491,149,95,787,34,24,130,4,54,7,7,58,405,474,1092,47,321,94,52,519,2247,108,920,729,241,71,386,0,146,4,60,55,18,8,25,0,1451,62,572,468,154,38,241,0,457,2680740,2191501,27735,847175,12494,646861,1833565,15241,1544640,279980,99855,4733,187325,1845,56448,71693,54227,1047,1284173,1077962,11100,0.0761277269817298,0.0435344525056331,0.123661327231121,53940,33036,2424,672214,540553,6436,965.839975015615,5244,3590,"UT",4256,19112247,3532,13424709.9,5310,20172413.1,61803,292362830,"Hospitals",7113,27129332,"Total",116186,546311304,"Utah",28.44462,7.875,13.62423,0,TRUE,97042,0.137,114433,14971,185282,522.9,486.15,961,674,270,0,295901,72535,337710,66483,0.971666666666667
"489",50,2009,550,477,13,529,2259,40,1638,61,209,810,214,32,33,8,342,2,2,21,4,3,1,0,7,58,206,772,206,28,31,8,329,1012,5,353,94,71,5,169,0,29,0,6,4,0,0,1,0,968,5,339,89,68,5,164,0,8,599604,570775,4127,127808,1511,118211,471796,2616,452564,63814,17404,1571,57833,260,15591,18420,17703,133,330144,317541,1550,0.0834289264304111,0.0817431213643676,0.0487404162102957,4680,4304,66,83214,77914,431,960.169320966048,2220,2110,"VT",911,5128135.95,1361,5887556.85,1104,4784746.05,21527,89782704,"Hospitals",290,1238344,"Total",35011,156158206.05,"Vermont",87.04462,81.98816,72.31677,0,TRUE,15778,0.147,25250,6326,72125,672,486.15,1088,726,58,0.32,162879,17496,54859,21409,1.002
"490",51,2009,2634,2379,1009,1357,11972,4196,4317,1335,637,4930,647,1014,359,116,254,595,224,2225,336,450,197,63,80,595,374,2237,276,497,135,40,152,3175,808,2200,976,1559,0,528,0,1228,397,1029,493,799,0,204,0,1640,343,982,411,653,0,248,0,178,7545487,5036266,1447211,1835689,397547,1088803,5709798,1049664,3947463,780673,262553,267482,390016,111889,98631,223858,121647,68681,3877001,2647131,706451,0.11937556868956,0.0944170567388614,0.171238294447806,152488,69585,55201,1212408,822058,149704,1206.3019976429,30995,12631,"VA",16452,83453120.1,10424,43338328.95,24927,88818459.45,229584,991502029,"Hospitals",16048,66836295,"Total",404821,1829900006.55,"Virginia",59.95808,76.04684,60.80854,1,TRUE,211789,0.098,406066,72734,651725,336,486.15,783,674,831,0.2,913205,160150,752709,234396,1.03083333333333
"491",53,2009,5914,4245,900,3404,23347,2874,10073,300,5264,6976,692,337,15,121,3728,42,967,1107,115,52,1,25,565,188,2935,4007,424,205,9,57,2248,7576,198,4262,469,130,991,1495,0,1126,40,715,106,29,198,211,0,4493,91,2571,250,71,486,890,0,445,6421829,4814251,212416,1555991,62603,1005170,4865838,149813,3809081,755705,252816,50199,449650,20575,114357,233728,166160,12285,3177770,2461517,99007,0.0842584579409792,0.0525689189586633,0.104452838827839,95282,48792,6297,1056308,727364,26975,1074.64153310772,17255,17108,"WA",10926,74543664.3,11038,43346656.5,14557,69219823.05,122112,809052282,"Hospitals",20792,133314795,"Total",296389,1855773488.1,"Washington",68.742,95.3125,81.73486,0,TRUE,267205,0.162,350125,140678,761220,590.1,486.15,1025,720,781,0,1038810,193387,532526,168120,1.032
